college,classCode,Name,Description
SAR,AT 405,Clinical Athletic Training II,Continued athletic training experience under the supervision and guidance of a program-approved health provider in an approved setting. This course includes content relating to the examination and management of patients with non-orthopedic conditions. A focus on developing proficiency in the examination of patients with orthopedic conditions is accomplished via situational orthopedic assessments. The required clinical education experience must be between 156 and 244 hours   
SAR,AT 430,Orthopedic Rehabilitation,"This course will identify various approaches to assessing patients of all levels of function and implementing appropriate, evidence-based, interventions aimed at improving and enhancing that level of function throughout a performance spectrum.   "
SAR,AT 432,Organization and Administration of Athletic Training,"An overview of administrative concepts and organization of health care facilities that provide athletic training services. A problem-solving approach to facility design, fiscal management, insurance and legal issues is used.   "
SAR,AT 497,Ind Study,
SAR,AT 504,Clinical Athletic Training III,Continued athletic training experience under the supervision and guidance of a program-approved health care provide in an approved setting. Course meets periodically for formal competency development. The required clinical education experience must be between 156 and 244 hours
SAR,AT 505,Clinical Athletic Training IV,Continued athletic training experience under the supervision and guidance of a program-approved health care provider in an approved setting. Course meets periodically for formal competency development. The required clinical education experience must be between 156 and 244 hours   
SAR,AT 506,Evidence-Based Practice, Clinical Applications This course is intended to expand students' ability to appropriately use research literature to guide clinical decision making and practice.  
SAR,AT 672,Patient-Oriented Evidence for Athletic Trainers,"The course, arranged to meet the needs of the individual student, is designed to provide the student with a substantial foundation in core knowledge and clinical application of the principles of evidence-based practice. Faculty will work with students to determine their baseline level of knowledge regarding foundations and application of EBP principles. Working from this baseline, specific learning objectives and expected outcomes will be determined   "
SAR,HP 150,Freshman Year Experience,"This course is designed to provide an orientation to freshmen about the college experience.  Expectations, guidelines and resources will be made available to aid freshmen in making informed decisions about the quality of their education while clarifying and enhancing the students' experiences with the Boston University community.  Interaction with faculty advisors and peer mentors is provided   "
SAR,HP 151,Introduction to the Health and Rehabilitation Professions,Freshmen Seminar. Exploration of the roles and functions of the health and rehabilitation disciplines. Introduction to the health care system and its impact on society. Sargent students only   
SAR,HP 220,Occupation and Health,"Exploration of the factors that influence how people spend their time, including their choice of activity and their ability to perform important and meaningful activities,  and of the impact of these occupations on health and well-being across the life course.   "
SAR,HP 252,Health and Disability Across the Lifespan,"Overview of healthy development across the lifespan followed by an examination of common conditions that typically begin in certain stages.  Each condition will be examined for its individual, group and systemic impacts   "
SAR,HP 320,Health Conditions across the Life Course,"Overview of medical and psychosocial aspects of selected chronic diseases, with a particular focus on the impact of the disease and its management on the person's daily life   "
SAR,HP 345,Introduction to Sports Medicine,"Intended for students interested in sports, coaching, medicine and exercise, this course provides an introduction to prevention of injury and illness, basic exercise principles and first aid for an active population.   "
SAR,HP 804,Practicum,Teaching in the Health Professions  Supervised academic teaching in the health professions. Development and implementation of a teaching unit. Critique of teaching styles. Development of a teaching portfolio.   
SAR,HP 839,Biomedical Innovation,"The subject of the course is the translation of medical technologies into new products and services for the healthcare system. The course begins with a rigorous study of intellectual property, licensing and the core aspects of planning, creating, funding and building new entrepreneurial ventures. Concepts and tools are presented for assessing new technologies and their potential to be the basis for a new entrepreneurial venture. Comparisons will be made of how technologies can be sourced and commercialized out of three very different environments universities, national laboratories and corporate laboratories. Cross-disciplinary teams of students will be formed which will evaluate translational research projects currently being developed at Boston University and their potential for transformation into a start-up company to commercialize the technology, providing a unique linkage between the scientific research activities of the university and the professional schools. Each week there will be a case study which will discuss examples of both success and failure in technology commercialization. Some of these case studies examine Boston University life sciences spin-out companies and the founders and CEO's of these ventures will share their experiences with the class.   "
SAR,HP 905,Directed Research,"MS  Professionally significant research study, resulting in thesis presented in full length or journal article format. Thesis should be independent project incorporating rigorous application of scientific inquiry and writing skills. See degree requirements for specific programs.    "
SAR,HS 201,Introduction to Nutrition,"Reviews basic concepts in nutrition including the function of nutrients and the effects of deficiencies and excesses. These basic concepts are then applied to current issues throughout the lifecycle including the role of diet in malnutrition, heart disease, cancer, diabetes,and weight management. Dietary guidelines for prevention of chronic disease are stressed.     "
SAR,HS 210,Introduction to Critical Inquiry,"This course demonstrates access to information resources in the biomedical sciences, including hard copy, on-line databases (e.g., LexisNexis, PubMed, OVID), and web searching and how to critically evaluate these information sources. Classes are hands-on learning using laptops.    "
SAR,HS 230,Food Science,"An in-depth didactic and laboratory review of the physical and chemical properties of carbohydrates, proteins, fats and water. Each macronutrient is discussed from its smallest starting molecule to its complex role in food items. Other related topics include food safety and food-borne illness, food preservation and processing, culinary techniques, food regulations and standards, food additives, food technology, and subjective evaluation of food. The laboratory requirement applies the food science principles through hands-on experiments in the kitchen setting. 4 credits, 2nd semester    "
SAR,HS 251,Human Nutrition Science,"This course provides an introduction to nutrition and focuses on the relationship between diet and health. Basic scientific information is presented in preparation for discussion of applied issues such as weight loss, eating disorders, prevention of chronic disease, diet and exercise and vegetarian diets. Emphasis is placed on translation of current advice to actual food choices. 4 credits, either semester    "
SAR,HS 281,Nutrition Throughout the Life Cycle,"This course focuses on the changing nutritional requirements from infancy, childhood, and adolescence throughout the geriatric years. Nutritional needs specific to pregnancy and lactation will be discussed. Emphasis is placed on understanding the behavioral, socioeconomic, and cultural factors associated with meeting nutrition requirements throughout the life span. 4 credits, 2nd semester    "
SAR,HS 300,Epidemiology I,"Epidemiology examines the distribution of health and diseases across the population, and the factors that impact health. This course covers the principles and methods used in epidemiology, particularly as it relates to public health, including the types of study designs used in health care research and the interpretation of research studies. The final portion of the course focuses on critical evaluation of public health literature (journal articles). 4 credits, either semester    "
SAR,HS 310,Management of Food Service Systems,"This course provides the foundational knowledge of food service management viewed as a system. Management of human resources, quantity food production, menu development and financial accountability will be discussed as well as regulatory and other controls that influence the function of the system. 4 credits, 1st semester.    "
SAR,HS 320,Genomics in Public Health,"This course is focused on studying the impact of the genetics and genomics, and their relationships with behavior, psychosocial factors, and environment on population health and diseases during the post-Human Genome Project era.  Concepts and methods in molecular biology, immunology, and epidemiology will also be further discussed.  The class will examine the effects of the advancement of high-throughput innovations in scientific discoveries on public health policies. Critical analysis of primary research articles, in-class discussion, and team projects will be fundamental mode of class instruction. Prior knowledge of epidemiology and genetics is highly recommended. 2nd semester, 4 credits.     "
SAR,HS 325,Introduction to Global Health,"This course will provide students with an overview of the complex social, economic, political, environmental, and biological factors that structure the origins, consequences, and possible treatments of illness worldwide, as well as the promotion of health. Students will learn about the major themes and concepts shaping the interdisciplinary field of global health, and will gain an understanding of solutions to health challenges that have been successfully implemented in different parts of the world. Major topics will include the linkages between global health and economic development, the global burden of disease, key actors in global health, and lessons learned from the HIV/AIDS pandemic.    "
SAR,HS 342,Exercise Physiology,"Application of physiological principles under different exercise conditions. Integration of the body systems in performance of exercise, work and sports; immediate and long-range effects of these activities on the body. Laboratory includes the measurement of physiological parameters under exercise conditions.     "
SAR,HS 345,Global Environmental Public Health,"Environmental health is associated with recognizing, assessing, understanding and controlling the impacts of people in their environment and the impacts of the environment on the public health. The complexity of the problems requires multidisciplinary approaches.  This course will provide an introduction to the principles, methods, and issues related to global environmental health. This course examines health issues, scientific understanding of causes, and possible future approaches to control of the major environmental health problems internationally. Topics include how the body reacts to environmental pollutants; physical, chemical, and biological agents of environmental contamination; vectors for dissemination (air, water, soil); solid and hazardous waste; susceptible populations; bio-markers and risk analysis; the scientific basis for policy decisions; risk communication; and, emerging global environmental health problems.    "
SAR,HS 360,Muscle Biology in Health and Disease,"An integrative approach to understanding the biology of muscle in development, exercise, injury, aging, and disease. Students will get a comprehensive overview of muscle biology and muscle disease; develop skills to review and research primary literature; and have an opportunity to develop oral research presentation skills. This class is designed for upper level undergraduates and graduate students.    "
SAR,HS 361,"Introduction to Computational Neuroscience of Speech, Language, and Hearing","Introduces the foundations of auditory perception including the mammalian auditory pathway, speech and language perception and links with speech production, auditory scene analysis, and music perception, from a computational perspective. Laboratory computer assignments elucidate functional properties of these systems.    "
SAR,HS 363,Global Health,"Beyond Germs and Genes This course will focus on the social determinants of health--the conditions in which people are born, grow, live, work, age and die. We will examine case studies from around the globe that reveal  the ways in which health inequities are shaped by the distribution of resources, money, and power at the local, national and global level, and the critical role played by social policies in reducing or exacerbating these inequities.     "
SAR,HS 366,Community Nutrition,"This course will cover the dramatic effect of the socioeconomic status, cultural and psychological factors on food choices. Students will learn how to target populations, deliver effective nutrition interventions in the community, and perform a community-based needs assessment. Students will also obtain a working knowledge of federal, state, and local assistance programs. Principles related to nutrition education, program planning, and outcome evaluations will be discussed. A community intervention project will be assigned. 4 credits, 1st semester    "
SAR,HS 369,Gross Human Anatomy,"Integrative approach to the musculoskeletal, peripheral nervous, and circulatory systems of the human body. Regional approach is used to present lectures with the use of projected drawings, films, slides, and demonstrations. Weekly labs reinforce the lectures by a study of osteology, dissected cadavers, and live anatomy palpations.     "
SAR,HS 370,Neuroanatomy and Neurophysiology,"Lecture and laboratory related to the detailed study of development, morphology, internal configuration, and functions, and pathological deficits of the peripheral and central nervous system in humans.     "
SAR,HS 375,Cardiopulmonary Pathophysiology,Overview of anatomy and physiology of the cardiovascular and respiratory systems during normal and pathological conditions. Pathophysiology of exercise performance in cardiovascular and respiratory diseases. Adaptations to physical conditioning in these diseases.    
SAR,HS 384,Medical Nutrition Therapy I,"This course covers the pathophysiology of disease as it relates to nutrition care, and the Medical Nutrition Therapy appropriate for the care and management of that disease. Nutrition screening, nutrition assessment and nutrition care plan formulation will be discussed for the person with cardiovascular disease, hypertension, diabetes, obesity and other medical conditions. Documentation and monitoring/evaluation of the nutrition care plan will be discussed as well as the translation of care to the patient's menu and therapeutic diet plan. 4 credits, 1st semester    "
SAR,HS 385,Medical Nutrition Therapy II,"This course is a continuation of SARHS384. This course focuses on medical nutrition therapy for various disease states, including gastrointestinal disease, kidney disease, cancer, AIDS, cystic fibrosis, and inborn errors of metabolism. This course also covers the metabolic response to trauma and critical illness and the importance of nutritional therapy in these states. The use of parenteral and enteral nutrition, intravenous catheters, and feeding tubes will be covered. Diet and drug interactions as well as alternative medicine and herbal therapy will be discussed. Students will use case studies to learn to apply their knowledge of nutrition care to the treatment of patients with various diseases. 4 credits, 2nd semester    "
SAR,HS 395,"Food, Supplements, and Consumer Health","Students will conduct a detailed ""aisle by aisle"" review of foods available in today's marketplace with special attention to functional foods, foods for special dietary use, and foods modified through technology. Students will gain an understanding of the Dietary Supplement Health and Education Act and become familiar with methods for evaluating dietary supplements with regard to product quality, safety, effectiveness, and doping status.  The influence of nutrition marketing on consumer purchasing patterns will be explored.  Students will apply the knowledge and skills gained throughout the course by comparing the nutrient content of specific foods and dietary supplements to the nutrient needs of consumers according to the Dietary Reference Intakes.     "
SAR,HS 396,Dietary Interventions and Public Health,"Students will gain an understanding of the social ecological model of health and how individual dietary behavior is influenced by factors in the environments in which they live, including family, social networks, organizations, communities, and societies. Students will become familiar with the use of theories in dietary interventions and the steps involved in developing theory-and-evidence-based programs that use an ecological approach to assess and intervene in diet-related health problems. Resources that use the systematic review process to establish evidence-based recommendations based on research findings will be used to examine the effectiveness of interventions to promote healthy eating at the population and policy levels.    "
SAR,HS 405,Health Science Practicum,"Practical experience in health care setting (health policy, administrative, constituent advocacy) in hospital, clinic, public health setting, government or non-governmental health agency setting. 2 or 4 credits.    "
SAR,HS 410,Field Experience,"Human Physiology Practical experience in a research lab, clinic, community, or industrial setting, as appropriate.    "
SAR,HS 412,Field Experience,Human Physiology II  Continuation of SAR HS410   
SAR,HS 415,Undergraduate Nutrition Practicum,"For senior nutrition majors only. Practical experience working with a Registered Dietitian or related health care professional in a community, medical or private practice setting.     "
SAR,HS 420,Applications of Food Service Management,"This course provides students the opportunity to observe the food service management concepts learned in HS310/510 in a variety of ""real world"" operational settings. Students in this course will also create their own food service operation in written project and presentation format. 4 credits, 2nd semester    "
SAR,HS 422,Ethics in Health Care,"Available in Dublin Health Science program only This course provides an introduction to ethics and common ethical issues in health care. Lectures will address several topics specific to biomedical ethics, including end of life issues, reproductive technologies, and issues in biomedical research. These issues will be used to examine ethical reasoning, ethical theories and principles, and the use of cases and narratives in ethics. Special attention will be paid to developing skills of ethical analysis through an examination of philosophical arguments. When appropriate, any distinctively Irish dimensions to the ethical issues or cases will be examined. 4 cr. (Offered in the fall only.)     "
SAR,HS 425,Healthcare Policy and Practice in Ireland,"Available in Dublin Health Science program only This course introduces students to the organization and delivery of healthcare.  It helps students develop a critical appreciation of the dynamics of healthcare policy making and the role of healthcare professionals within the sector.  It examines healthcare finance and the role and influence of the insurance and pharmaceutical industries. It also examines the social, environmental, and behavioral factors that affect healthcare across different social cohorts. It concludes by looking at healthcare regulation and reform.      "
SAR,HS 430,Global Maternal & Child Health,"This course will provide a global perspective on maternal and child health. Major topics will include early life influences on later life health, maternity care practices worldwide, and the role of both human evolutionary history and sociopolitical structures in shaping health outcomes for women and children    "
SAR,HS 440,Qualitative Research Strategies in Global Health,"Qualitative research methods are increasingly used in public health, and provide valuable insights into the local perspectives of study populations. This course provides practical strategies and methods for using qualitative research and includes the basic assumptions, approach and rationale for making qualitative research decisions, framing qualitative research questions, and designing appropriate research strategies. Examples will be drawn from current global health issues.     "
SAR,HS 450,Non-Infectious Diseases,"This course will examine the four most common preventable non-infectious diseases (diabetes, cardiovascular disease, cancer, upper respiratory diseases), which accounted for nearly 60% of all deaths in the world and 80% in the developing world. Estimates predict that the ""second wave"" of non-infectious diseases in the coming years will have a detrimental impact on global health and economies. Despite the enormous global burden of non-infectious (or non-communicable) diseases, adequate programs for prevention and treatment do not exist and challenges faced are complex. This course will focus on the preventable risk factors (diet, exercise, tobacco, alcohol, lifestyle, etc), growing burden of disease, and current issues and challenges in control of the four most common diseases, and include discussion, field trips to examine the issues, and the ability for students to be a part of the solution through design of their own intervention.     "
SAR,HS 463,Germs and Genes,"Cannot provide class description."
SAR,HS 467,Research Methods in Nutrition,"This course provides an overview of methods used in nutrition research, including dietary assessment methods, indicators of nutritional status, analysis and presentation of dietary data, statistical interpretation, and clinical research methods. The course includes lectures, a field trip to a Boston-area clinical research center, and hands-on experience with nutritional assessment and anthropometrics techniques. Students participate in in-class discussions of published research articles to learn techniques for deriving evidence-based recommendations for clinical practice. Upon completion of this course, students will be able to read, interpret, and understand the findings from clinical research studies and understand the fundamental tools that are used by nutrition researchers.    "
SAR,HS 470,Topics in Public Health,"This course addresses new and emerging issues in the field of public health through interactive case study method and the medical literature. The format is small group discussion. Topics vary each semester; but include infectious diseases (HIV/AIDS), maternal and child health, chronic diseases (obesity, mental illness), health and human rights, and international health. 4 credits, 2nd semester    "
SAR,HS 475,Disability Advocacy and the Law,"Theory, Practice and Real World Challenges and Actions This interdisciplinary course provides the student an exciting understanding of disability advocacy, integrating theory and practical coursework. It emphasizes the role of the Americans with Disabilities Act (ADA) and its supporting Amendment Act (ADAAA) as the basis for disability advocacy through theory and direct experience; how advocacy occurs among disability stakeholders (the nation's public health leadership, elected officials, lawyers, judicial, health care, education and social service systems, and providers, family members, persons with disabilities, media, and the public). The class provides hands-on learning on the challenges of non-available disability-based accommodations along with the development of and opportunity to implement a corrective action plan. 4 credits, 2nd semester   "
SAR,HS 486,Applied Nutrition Care,"This course provides a review of and an opportunity to implement all aspects of the nutritional care process. Through classroom discussion of case studies as well as experiences at in- and out- patient facilities, students will gain expertise in the provision of nutritional care. 4 credits, 1st semester    "
SAR,HS 488,Applied Nutrition Counseling,"This course focuses on developing communication and counseling skills in preparation for working with nutrition clients. Topics include Conducting a nutrition counseling session, promoting sustainable behavior change, counseling clients of various age groups and cultural backgrounds and dealing with difficult patients. In addition, students are introduced to different perspectives in nutrition counseling including motivational interviewing, mindful eating and emotion-based-counseling. The emphasis of the course will be classroom discussion, observation of registered dietitians conducting group counseling sessions and application of practical counseling skills with clients in the community. 2 credits, 1st semester   "
SAR,HS 495,Directed Study,Educational experiences and projects performed outside the standard curricular offerings. Undergraduate student completes a defined project under the supervision of a researcher who is not a BU faculty member.     
SAR,HS 497,Independent Study,Project must be proposed in writing before registration and completed with relative independence under guidance of a supervising faculty member in the human physiology program. Final report submitted before the end of the semester.    
SAR,HS 500,Food Science,"An in-depth didactic and laboratory review of the physical and chemical properties of carbohydrates, proteins, fats and water. Each macronutrient is discussed from its smallest starting molecule to its complex role in food items. Other related topics include food safety and food-borne illness, food preservation and processing, culinary techniques, food regulations and standards, food additives, food technology, and subjective evaluation of food. The laboratory requirement applies the food science principles through hands-on experiments in the kitchen setting. 4 credits, 2nd semester    "
SAR,HS 510,Management of Food Service,"This course provides the foundational knowledge of food service management viewed as a system. Management of human resources, quantity food production, menu development and financial accountability will be discussed as well as regulatory and other controls that influence the function of the system. 4 credits, 1st semester    "
SAR,HS 520,Applications of Food Service Management,"This course provides students the opportunity to observe the food service management concepts learned in HS310/510 in a variety of ""real world"" operational settings. Students in this course will also create their own food service operation in written project and presentation format. 4 credits, 2nd semester    "
SAR,HS 542,Exercise Physiology,"Application of physiological principles under different exercise conditions. Integration of the body systems in performance of exercise, work, and sports; immediate and long-range effects of these activities on the body. Laboratory includes the measurement of physiological parameters under extreme conditions.    "
SAR,HS 551,Human Nutrition Science," This course provides an introduction to nutrition and focuses on the relationship between diet and health. Basic scientific information is presented in preparation for a discussion of applied issues such as weight loss, eating disorders, prevention of chronic disease, diet and exercise and vegetarian diets. Emphasis is placed on translation of current advice to actual food choices. 4 credits, either semester    "
SAR,HS 560,Muscle Biology in Health and Disease,"An integrative approach to understanding the biology of muscle in development, exercise, injury, aging, and disease. Students will get a comprehensive overview of muscle biology and muscle disease; develop skills to review and research primary literature; and have an opportunity to develop oral research presentation skills. This class is designed for upper level undergraduates and graduate students.    "
SAR,HS 561,Nutrition Throughout the Life Cycle,"This course focuses on the changing nutritional requirements from infancy, childhood, and adolescence throughout the geriatric years. Nutritional needs specific to pregnancy and lactation will be discussed. Emphasis is placed on understanding the behavioral, socioeconomic, and cultural factors associated with meeting nutrition requirements throughout the life span. 4 credits, 2nd semester    "
SAR,HS 564,Global Health,"Beyond Germs and Genes This course will focus on the social determinants of health--the conditions in which people are born, grow, live, work, age and die. We will examine case studies from around the globe that reveal the ways in which health inequities are shaped by the distribution of resources, money, and power at the local, national and global level, and the critical role played by social policies in reducing or exacerbating these inequities. (Meets with SAR HS 363)   "
SAR,HS 566,Community Nutrition,"This course will cover the dramatic effect of the socioeconomic status, cultural and psychological factors on food choices. Students will learn how to target populations, deliver effective nutrition interventions in the community, and perform a community-based needs assessment. Students will also obtain a working knowledge of federal, state, and local assistance programs. Principles related to nutrition education, program planning, and outcome evaluations will be discussed. A community intervention project will be assigned. 4 credits, 1st semester    "
SAR,HS 567,Research Methods in Nutrition," This course provides an overview of methods used in nutrition research, including dietary assessment methods, indicators of nutritional status, analysis and presentation of dietary data, statistical interpretation, and clinical research methods. The course includes lectures, a field trip to a Boston-area clinical research center, and hands-on experience with nutritional assessment and anthropometrics techniques. Students participate in in-class discussions of published research articles to learn techniques for deriving evidence-based recommendations for clinical practice. upon completion of this course, students will be able to read, interpret, and understand the findings from clinical research studies and understand the fundamental tools that are used by nutrition researchers. 2 credits, 1st semester    "
SAR,HS 575,Cardiopulmonary Pathophysiology,"An overview of anatomy and physiology of the cardiovascular and respiratory systems during normal and pathological conditions. Exercise and other stress in the precipitation, detection, prevention, and rehabilitation of abnormal states.    "
SAR,HS 581,Gross Human Anatomy,"Regional approach to the musculoskeletal, peripheral nervous, and circulatory systems of the human body. Laboratories reinforce the lectures by a study of osteology, prosected cadavers and live anatomy palpations.     "
SAR,HS 582,Neuroanatomy and Neurophysiology,"Lecture and laboratory related to the detailed study of the development, morphology, internal configuration, functions, and pathological deficits of the peripheral and central nervous system in humans.     "
SAR,HS 584,Medical Nutrition Therapy I,"This course will cover the pathophysiology of diseases as they relate to nutrition care. Techniques of nutritional assessment will be taught and applied to the assessment of patients with cardiovascular disease, hypertension, diabetes, obesity, disorders of the central nervous system, and pulmonary disorders. Documentation, interpretation of medical terminology, determination of special nutritional needs, and translation to menu and diet plans will be the focus of the course.    "
SAR,HS 585,Medical Nutrition Therapy II,"This course is a continuation of SARHS584. This course focuses on medical nutrition therapy for various disease states, including gastrointestinal disease, kidney disease, cancer, AIDS, cystic fibrosis, and inborn errors of metabolism. This course also covers the metabolic response to trauma and critical illness and the importance of nutritional therapy in these states. The use of parenteral and enteral nutrition, intravenous catheters, and feeding tubes will be covered. Diet and drug interactions as well as alternative medicine and herbal therapy will be discussed. Students will use case studies to learn to apply their knowledge of nutrition care to the treatment of patients with various diseases. 4 credits, 2nd semester    "
SAR,HS 586,Applied Nutritional Care,"This course provides a review of and an opportunity to implement all aspects of the nutritional care process. Through classroom discussion of case studies as well as experiences at in- and out-patient facilities, students will gain expertise in the provision of nutritional care.    "
SAR,HS 703,Field Experience in Nutritio,"Cannot provide class description."
SAR,HS 704,Issues in Delivery of Dietetic Services,"This series of lectures are designed to provide students with information relevant to the practice of dietetics. ADA Standards of Practice/Standards of Professional Performance, the ADA Code of Ethics, the registration exam, third-party payment, and other issues salient to the dietetics practitioner are presented and discussed. 2 credits, 1st semester    "
SAR,HS 710,Graduate Field Experience,"Applied Anatomy and Physiology  Practical experience in a research laboratory, clinic, community or individual setting as appropriate.    "
SAR,HS 742,Nutrition and Disease Prevention,"a life course approach Focuses on the etiology of major nutrition problems in the U.S. population and the role of the diet in disease prevention and treatment. Included are nutrition issues facing at-risk populations within our society, including pregnant and lactating women, infants and children, and the elderly. The role of diet in the development/prevention of cardiac disease, cancer, osteoporosis, and other chronic diseases is discussed. Students are expected to integrate a knowledge of normal physiologic changes, biochemistry, pathophysiology, metabolism, and nutrient requirements throughout the life cycle with recent advances in the field of nutrition.   "
SAR,HS 750,Analysis of the Physiological Literature,"In this course, peer reviewed publications in the area of physiology will be critically evaluated. Scientific ethics and the process of review and publication of physiological manuscripts will be discussed. The classes will be a mix of didactic information and group discussion. Methodological issues covered will include study design, techniques used and interpretation of research findings. Students completing this course will understand the principles underlying preparation and publication of scientific manuscripts and will be able to apply these principles as they read the scientific literature and participate in research projects related to thesis work.     "
SAR,HS 775,Advanced Clinical Nutrition,"The role of nutrition in the treatment of acute and chronic disease will be the focus of the course. The course will begin with an introduction to understanding nutritional assessment, body composition and energy expenditure methodology and the use of these methods in clinical practice. Current research pertinent to the nutritional interventions in the treatment of disease will be discussed. The student is expected to integrate basic knowledge of physiology, biochemistry, and metabolism in the application of nutritional therapy and review of the current literature. 4 credits, 2nd semester    "
SAR,HS 776,Nutritional Epidemiology,"This course examines epidemiologic methods for investigating the role of diet in long-term health. Students learn to critically review the epidemiologic evidence relating diet, anthropometry, and physical activity to heart disease, cancer, and other chronic health conditions including obesity and diabetes. The methodological issues covered include epidemiologic study design; dietary and nutritional status assessment; issues of bias, confounding, effect modification and measurement error; and interpretation of research findings including an understanding of statistical modeling. Students participate weekly in critical reviews of published research. Students completing this course will understand the principles of epidemiology and will be able to apply them as they read the scientific literature and participate in nutrition-related research.     "
SAR,HS 783,Metabolic Regulation in Clinical Nutrition," A review of metabolism as the basis for understanding human nutritional requirements. Metabolism of carbohydrate, protein, and fat, as well as the regulation of these processes during various physiologic states are examined.  Application of these principles to current topics in both normal and therapeutic nutrition is discussed.    "
SAR,HS 785,Research in Clinical Nutrition,"This course teaches students to prepare a mock National Institutes of Health (NIH) research grant proposal that would be used to compete for research funding. Students are challenged to define a new area of research based on a critical review of existing literature on a specific nutrition-related health topic of personal interest. Course competencies include formulation of a testable research hypothesis and selection of an appropriate research design, study population, methodology, and analysis plan. This course helps students to refine their scientific writing skills, and introduces them to budget planning and ethical issues related to research involving human subjects.     "
SAR,HS 789,Theory and Practice of Clinical Counseling,"Lectures and supervised individual and group counseling experience. Focus is on appropriate skills for interviewing, stimulating behavior change, and conveying information. For students enrolled in the graduate nutrition program. 2 credits, 1st semester    "
SAR,HS 791,Directed Study and Research,"For MS students conducting research projects, including thesis work, under faculty guidance.     "
SAR,HS 793,Scholarly Paper,For MS students writing a scholarly paper under faculty guidance.    
SAR,HS 811,Practicum,"Nutrition Structured clinical learning experience for graduate nutrition students. Placement sites include in- and outpatient facilities, adult and pediatric hospitals, public health agencies, private agencies, newsletter agencies, and long-term care facilities. Variable credit, either semester   "
SAR,HS 901,Directed Study and Research,For doctoral students conducting dissertation work under the guidance of a faculty member.    
SAR,HS 905,Dissertation Research,For doctoral students conducting dissertation work under guidance of faculty member.    
SAR,OT 317,Professional Preparation Seminar for Occupational Therapy,"Preparation for the OT graduate professional program through participation in a volunteer experience and critical discussion. Emphasis on developing independent and reflective learning, critical reasoning skills, and professional behaviors necessary for effective participation in the graduate-level curriculum. Students will examine key issues in health and disability, culture, and values as they influence occupational therapy practice. Includes both a seminar class and outside volunteer experience.     "
SAR,OT 497,Independent Study,Individually supervised study for advanced student wishing to pursue a specialized area of interest in occupational therapy. Undergraduate level.    
SAR,OT 500,Integrative Seminar I and LIFW,"This graduate course in occupational therapy is the first integrative seminar in a 4-seminar sequence designed to enhance clinical reasoning processes by integrating knowledge from previous educational and work experiences with current courses and weekly fieldwork experiences. Using problem-based case scenarios, class discussion, classroom activities, fieldwork experiences and reflective journaling this seminar focuses on learning the foundations for professional socialization, group processes, therapeutic relationships, ethical practice and other professional issues for working with persons and populations of all ages with a variety of needs for occupational therapy services. Self-directed, collaborative learning and class participation are essential aspects of this seminar.    "
SAR,OT 501,Integrative Seminar II and LIFW,"This course is the second in a four-seminar sequence designed to develop and enhance professional reasoning processes by integrating knowledge and skills from previous educational and work experiences and from concurrent OT courses with weekly fieldwork experiences. This seminar focuses on reasoning related to theories of learning and behavior change; the assessment, intervention, and documentation process; use of theory and research evidence in practice; therapeutic rapport and communication; and other professional topics and issues as they relate to working with persons and populations of all ages in a variety of OT practice contexts. Self-directed and collaborative learning, class participation, reflective writing for application and analysis of learning, case-based learning, and ongoing development of a professional portfolio are essential aspects of this seminar.      "
SAR,OT 502,Integrative Seminar III and LIFW,"This is the third course in a sequence designed to develop clinical reasoning by integrating course-related knowledge with weekly fieldwork experiences. The course uses problem-based case scenarios and fieldwork experiences to practice reasoning about evaluation and intervention for person of all ages with a variety of disabling conditions. Students apply client-centered, occupation and evidence-based practice concepts to their evaluation and intervention plans.    "
SAR,OT 513,Analysis and Adaptation of Occupatio,"Cannot provide class description."
SAR,OT 520,Evidence-Based Practice I," The first course in a sequence designed to develop knowledge and skills for using scientific evidence in clinical decision-making. The course focuses particularly on analysis and application of descriptive, relational, and qualitative research evidence.    "
SAR,OT 524,Introduction to the OT Process," This course is designed to introduce students to the Occupational Therapy process as described in the OT Practice Frameworks II. The course is organized around the ""Paired Cooperative Learning"" (PCL) experience. This is a collaborative student relationship designed to provide a practical context for developing skills in evaluation, planning, implementing, and documenting client-centered, occupation and evidence-based occupational therapy assessment and intervention. Students will learn to apply theory to the OT Process in developing and implementing intervention. Professional topics related to therapeutic use of self, interviewing, clinical reasoning, use of theory to guide practice, professional development and wellness-oriented practice are addressed. Course principles are applied to all areas of OT practice.    "
SAR,OT 526,Functional Movement,"Analysis and Assessment This occupational therapy course examines changes in gross and fine movement skills across the life course, and the relation of these changes to occupational performance.  In addition, students learn biomechanical, ecological systems, and dynamical systems' principles underlying human movement and their application to functional activities including seating, transfers, and mobility.  Principles covered in lecture are applied through practical experiences and discussions during the application sessions.   "
SAR,OT 529,Occupation Across the Life Course,"This course examines current theory and research related to the development of human occupation throughout the life course. Human development is viewed from occupation-based and ecological perspectives, emphasizing the inextricable links among person, environment, and occupation. The performance of activities of daily living, instrumental activities of daily living, work/education, play/leisure, and social participation, especially as potentially affected by health and disability, will be examined across the life course. Students are required to observe, interpret, and describe occupational performance, and to apply relevant theories and constructs to understand the development of human occupation. Students will begin to develop a base of knowledge about different types, administration, and interpretation of assessment methods and measures.    "
